Reactions|Direction|Left|Right
1024|=|2:89,11|2:26,10
1025|>|1:98|2:107,10
1026|=|1:137|1:311
1027|>|2:137,2|1:337
1028|=|2:16840,3|2:1003,4
1029|=|1:137|1:1003
1030|>|1:311|1:137
1031|=|2:52,137|2:557,15
1032|>|1:427|1:137
1033|=|1:137|1:588
1034|>|1:3100|1:138
1035|=|2:138,10|2:573,4
1036|=|1:965|1:138
1037|=|1:179|2:138,14
1038|>|1:138|1:2024
1039|=|2:138,25|1:179
1040|=|2:138,41|1:179
1041|=|1:862|2:138,65
1042|>|1:139|1:412
1043|=|1:139|1:415
1044|=|1:139|1:415
1045|>|1:37|2:14,139
1046|>|1:139|1:412
1047|=|1:139|1:99
1048|>|1:138|1:862
1049|>|1:140|2:363,9
1050|=|1:140|2:363,2
1051|=|2:237,116|1:140
1052|>|1:594|1:140
1053|>|1:594|1:140
1054|>|1:44|1:1110
1055|>|1:370|2:101,140
1056|>|1:842|1:140
1057|=|1:141|1:281
1058|=|1:141|1:2289
1059|=|1:1722|2:141,9274
1060|>|1:142|1:152
1061|=|1:142|1:1210
1062|=|2:29,12323|2:2455,15
1063|=|2:142,33|1:507
1064|=|1:12323|1:761
1065|=|1:761|2:12323,57
1066|>|2:143,1|1:256
1067|>|1:208|2:143,118
1068|>|1:144|1:2763
1069|=|1:144|1:3017
1070|>|1:144|1:2763
1071|=|1:144|1:3017
1072|>|1:144|1:1023
1073|>|1:144|1:3017
1074|>|1:144|1:684
1075|=|2:145,10|1:3326
1076|=|1:145|1:36
1077|=|3:147,3,1|2:157,4
1078|=|3:147,1,7|2:157,14
1079|=|3:147,7,5|2:4207,6
1080|=|2:41,157|2:22,147
1081|>|2:147,51|2:2898,1223
1082|=|1:2265|2:58,147
1083|=|1:2491|2:65,147
1084|=|1:147|1:381
1085|=|1:3459|2:137,148
1086|>|1:2030|1:148
1087|>|1:149|1:248
1088|>|1:149|1:2312
1089|>|1:423|2:149,114
1090|=|1:423|2:149,116
1091|>|1:2493|1:149
1092|>|1:150|2:244,10
1093|=|2:479,10|2:150,4
1094|>|1:3896|1:150
1095|>|2:150,150|1:3896
1096|=|2:244,10|1:150
1097|>|2:63,150|2:2326,10
1098|=|2:150,28|2:3896,30
1099|>|1:151|1:271
1100|>|1:1876|1:151
1101|>|2:957,271|1:151
1102|>|2:271,991|2:42,151
1103|=|2:63,151|1:501
1104|>|2:151,63|1:1876
1105|>|1:2755|1:151
1106|=|1:1517|1:151
1107|>|1:576|1:152
1108|>|1:576|1:152
1109|>|1:176|1:152
1110|=|1:152|1:225
1111|>|1:152|1:490
1112|=|1:152|1:225
1113|>|1:152|1:490
1114|>|2:152,10|1:2339
1115|>|1:2339|2:152,10
1116|=|1:152|1:246
1117|=|2:152,28|2:576,30
1118|>|1:152|1:3069
1119|>|1:10530|1:152
1120|>|1:2036|1:152
1121|=|1:1934|2:152,631
1122|>|1:725|1:152
1123|=|1:153|2:606,158
1124|>|1:153|2:392,112
1125|>|1:153|2:584,541
1126|=|1:153|1:3240
1127|=|1:153|1:3242
1128|>|1:153|1:3240
1129|>|1:153|1:3242
1130|=|2:215,3240|1:153
1131|>|1:3240|1:153
1132|>|1:3242|1:153
1133|>|1:3298|1:153
1134|>|2:584,291|1:153
1135|>|2:154,10|1:522
1136|=|2:24,154|2:33,522
1137|=|1:154|1:295
1138|=|1:154|1:393
1139|>|1:155|1:267
1140|=|2:79,155|2:102,267
1141|=|1:2981|2:108,155
1142|=|1:3987|2:155,121
1143|=|2:128,155|2:202,267
1144|=|1:26353|2:155,26353
1145|>|1:2014|1:155
1146|=|1:260|1:156
1147|>|1:879|2:156,9
1148|=|1:22|1:3993
1149|=|1:2795|2:119,156
1150|=|2:497,3|2:157,4
1151|=|1:497|1:157
1152|=|2:157,25|2:3833,26
1153|=|1:381|2:157,14
1154|=|1:12304|1:157
1155|=|2:3833,28|3:157,30,14
1156|=|2:75,157|1:1030
1157|=|1:130|2:22,381
1158|>|1:148|1:1929
1159|>|1:158|1:2759
1160|>|1:158|1:2759
1161|=|1:158|1:2658
1162|>|1:397|1:158
1163|>|1:1571|2:158,113
1164|=|1:1744|2:113,158
1165|=|1:159|1:2284
1166|=|1:4406|2:159,2
1167|>|1:2832|2:22,159
1168|>|2:160,10|1:314
1169|>|1:314|2:160,10
1170|=|1:314|2:160,24
1171|>|1:336|2:160,24
1172|=|1:966|1:160
1173|>|1:943|2:119,160
1174|>|2:160,133|1:314
1175|=|1:160|1:203
1176|>|1:4534|1:160
1177|=|2:40,1744|2:10,161
1178|=|1:397|2:161,58
1179|=|1:4126|1:162
1180|=|1:4126|1:162
1181|>|1:162|1:4324
1182|>|1:249|1:162
1183|>|1:1857|2:162,14
1184|=|2:62,162|2:840,77
1185|=|2:76,162|2:313,77
1186|>|1:162|1:548
1187|=|1:162|1:2203
1188|=|2:3981,73|1:163
1189|=|1:163|2:2403,15
1190|>|1:163|1:186
1191|=|1:163|1:563
1192|>|1:163|1:1364
1193|>|1:163|1:1902
1194|=|1:253|1:164
1195|>|1:869|1:164
1196|=|1:253|1:164
1197|>|1:164|1:260
1198|>|1:164|1:1015
1199|>|1:165|2:1317,2
1200|=|2:165,47|2:1968,9
1201|>|1:49|1:410
1202|>|2:75,165|2:309,9
1203|=|2:165,131|2:408,9
1204|=|1:165|1:4466
1205|>|1:166|2:2449,143
1206|>|2:166,9|2:3208,143
1207|=|2:169,3|2:626,4
1208|=|1:169|1:626
1209|=|2:581,224|1:17172
1210|=|3:581,2188,2|2:13,2645
1211|<|1:450|2:1163,1
1212|=|1:4209|2:173,69
1213|>|1:1163|1:4211
1214|=|1:1940|1:174
1215|=|2:174,26|2:2448,42
1216|=|1:174|1:3904
1217|=|1:811|1:174
1218|=|1:811|1:174
1219|>|2:175,1|1:408
1220|=|2:175,2|1:2175
1221|=|2:175,84|2:2415,1
1222|>|1:255|1:176
1223|>|1:255|1:176
1224|>|1:4585|2:176,9
1225|>|2:176,10|1:474
1226|>|1:4756|1:20
1227|>|2:176,37|1:1333
1228|=|1:1850|2:176,175
1229|>|1:398|1:176
1230|>|1:176|1:540
1231|>|1:177|1:1858
1232|>|1:177|1:1858
1233|=|1:356|1:177
1234|=|1:177|1:294
1235|>|1:1921|1:177
1236|=|1:179|2:138,14
1237|=|1:179|2:2221,11
1238|>|1:179|1:4421
1239|>|2:226,65|2:180,115
1240|=|1:181|1:3454
1241|=|1:181|1:970
1242|=|2:181,28|2:970,30
1243|>|1:4594|1:181
1244|=|1:181|1:2349
1245|>|1:399|1:182
1246|=|1:182|1:22
1247|=|1:13820|2:251,57
1248|=|2:182,98|1:741
1249|=|1:182|1:251
1250|>|1:1029|1:183
1251|=|1:183|1:12713
1252|=|1:183|1:4001
1253|>|1:183|1:4064
1254|>|1:1029|1:183
1255|=|1:183|1:1509
1256|>|1:183|1:547
1257|=|1:2975|2:183,31
1258|=|1:183|1:2044
1259|>|1:2044|1:183
1260|>|1:183|1:2790
1261|=|1:184|1:2731
1262|>|1:978|2:184,9
1263|=|1:184|1:734
1264|>|2:185,2|1:326
1265|=|1:185|2:260,14
1266|>|1:1088|2:185,91
1267|>|2:2895,73|1:186
1268|=|2:186,108|2:1053,15
1269|=|1:835|1:186
1270|=|1:186|2:4427,15
1271|=|1:187|1:3981
1272|>|1:2403|1:187
1273|=|1:4700|2:67,187
1274|=|1:714|1:187
1275|=|1:187|1:810
1276|=|1:2131|1:187
1277|=|1:2653|1:187
1278|=|2:148,188|1:2474
1279|=|2:189,3|2:498,4
1280|=|2:2716,3|2:189,4
1281|=|1:2716|1:189
1282|=|1:189|1:498
1283|=|2:189,13|1:498
1284|=|1:2716|1:189
1285|>|1:763|1:190
1286|=|1:191|1:302
1287|>|1:191|1:302
1288|>|2:191,2|1:2346
1289|>|1:302|1:191
1290|>|1:191|1:1052
1291|>|1:1052|1:191
1292|>|1:191|1:2145
1293|=|1:2868|2:9274,191
1294|>|2:191,525|1:4468
1295|=|2:192,2|2:13,3094
1296|>|1:3200|1:192
1297|=|1:192|1:2844
1298|>|1:192|1:3415
1299|>|1:540|1:192
1300|>|1:193|2:253,9
1301|=|1:193|1:231
1302|=|1:193|1:2557
1303|=|1:253|1:193
1304|=|1:231|1:193
1305|=|1:1025|1:193
1306|=|2:44,193|2:35,231
1307|=|1:574|1:193
1308|>|1:194|1:252
1309|=|1:217|1:194
1310|=|1:217|1:194
1311|>|1:217|1:194
1312|>|1:195|1:1045
1313|=|1:949|1:195
1314|=|1:949|1:195
1315|=|1:293|1:195
1316|>|1:325|1:195
1317|=|1:195|1:226
1318|=|1:986|1:195
1319|=|1:197|2:211,13
1320|=|1:198|2:2467,13190
1321|=|2:52,14111|2:103,3434
1322|=|1:199|1:3765
1323|>|1:252|1:200
1324|>|1:731|1:200
1325|>|1:200|1:3389
1326|=|1:200|1:3327
1327|=|1:200|1:3408
1328|>|1:2905|2:200,14
1329|=|1:338|1:202
1330|>|2:438,128|1:55
1331|>|2:283,128|1:103
1332|=|1:1538|1:203
1333|>|1:2126|2:1163,203
1334|>|2:204,9|2:31,599
1335|=|2:24,204|2:1757,10
1336|=|1:204|1:962
1337|>|2:205,10|1:297
1338|=|2:205,89|1:297
1339|>|1:208|1:278
1340|=|1:208|1:143
1341|>|1:1189|2:208,9
1342|>|1:929|1:209
1343|=|1:916|2:209,65
1344|>|1:916|1:209
1345|>|1:284|2:84,209
1346|>|2:210,2|1:342
1347|=|2:210,8|1:342
1348|>|1:342|2:210,9
1349|>|2:210,9|2:174,608
1350|=|2:210,20|2:208,342
1351|=|1:211|1:715
1352|=|1:212|1:986
1353|=|2:212,3|2:592,4
1354|=|1:212|1:592
1355|=|1:1049|2:22,212
1356|=|1:212|1:293
1357|=|2:213,12|1:2132
1358|>|1:733|1:213
1359|=|2:26,589|2:18,213
1360|=|1:4707|1:213
1361|=|1:1857|2:162,213
1362|>|1:213|1:1838
1363|=|1:2170|2:22,214
1364|=|2:25,214|1:2496
1365|>|2:214,25|1:932
1366|=|1:2808|2:214,26
1367|>|1:502|1:214
1368|=|2:1878,1|2:214,84
1369|>|1:215|1:4388
1370|>|1:215|1:4398
1371|>|1:215|1:3672
1372|>|1:215|1:3961
1373|>|1:215|1:4397
1374|=|2:215,10|2:13,1848
1375|=|2:215,30|2:401,28
1376|>|1:217|1:1037
1377|=|1:261|1:217
1378|>|1:359|1:218
1379|>|1:359|1:218
1380|=|1:903|1:218
1381|=|2:218,86|1:2433
1382|=|1:218|1:718
1383|>|1:219|2:4870,10
1384|>|1:219|2:2780,10
1385|>|1:219|2:4127,10
1386|>|2:725,10|1:219
1387|>|2:219,175|2:3426,10
1388|>|1:220|2:1109,57
1389|=|1:220|2:2972,57
1390|>|1:47|1:2176
1391|>|1:226|1:115
1392|>|1:224|2:2863,1004
1393|>|2:224,24|2:3034,10
1394|>|2:2863,10|2:224,54
1395|=|1:81|2:1066,10
1396|=|1:2111|1:225
1397|>|1:540|1:225
1398|>|1:225|1:2245
1399|>|1:225|1:2245
1400|>|1:225|1:1028
1401|>|1:225|1:3418
1402|>|1:4649|1:225
1403|>|1:2549|1:225
1404|>|1:2558|1:225
1405|>|1:1837|2:225,92
1406|=|1:225|1:1226
1407|=|1:294|1:226
1408|=|2:115,3979|2:226,114
1409|=|1:880|1:227
1410|=|1:4123|2:227,22
1411|>|1:4580|1:227
1412|=|1:316|2:227,25
1413|>|1:1072|2:227,14
1414|>|2:1163,227|1:4212
1415|=|2:228,10|2:2329,4
1416|>|1:3245|1:228
1417|=|2:229,25|1:4367
1418|=|1:415|1:229
1419|=|2:230,76|2:13,3283
1420|>|2:126,230|1:321
1421|=|2:230,126|2:13,2067
1422|>|1:101|1:1087
1423|=|1:231|1:1025
1424|>|1:234|1:343
1425|>|1:234|2:788,9
1426|>|1:234|1:636
1427|>|2:788,2|1:234
1428|>|1:636|1:234
1429|>|1:424|1:234
1430|=|1:139|1:99
1431|=|2:139,234|2:391,2722
1432|>|1:237|1:361
1433|>|1:363|1:237
1434|>|1:238|2:121,261
1435|=|2:238,28|2:3990,30
1436|>|1:481|1:240
1437|>|1:468|1:240
1438|=|2:1358,3|3:240,22,4
1439|>|2:26,240|2:25,544
1440|>|1:240|2:544,14
1441|>|1:240|1:1627
1442|>|1:240|1:4317
1443|=|1:241|1:2042
1444|=|2:241,3|2:1486,4
1445|>|1:4757|1:127
1446|=|1:242|1:266
1447|=|1:242|1:266
1448|=|2:242,28|2:266,30
1449|=|2:708,28|2:242,30
1450|=|2:532,3|2:243,4
1451|=|2:22,12693|1:12969
1452|=|2:26,12693|1:12968
1453|=|2:138,12693|1:12698
1454|=|2:228,12693|1:12696
1455|=|1:244|1:1618
1456|=|1:479|1:244
1457|=|2:244,17|1:4736
1458|>|1:4244|2:244,224
1459|=|1:245|1:865
1460|=|1:298|1:245
1461|>|1:245|1:758
1462|=|1:494|1:245
1463|=|1:298|1:245
1464|=|1:494|1:245
1465|=|1:494|1:245
1466|>|1:1118|2:246,9
1467|=|1:246|1:249
1468|>|2:246,62|1:9166
1469|=|1:246|1:792
1470|>|1:247|1:261
1471|>|1:248|1:910
1472|>|1:248|1:895
1473|=|2:29,248|2:2379,15
1474|>|1:248|1:3977
1475|=|1:1047|2:248,116
1476|=|1:248|1:2323
1477|=|1:249|1:1042
1478|=|1:249|1:1042
1479|>|2:249,49|1:740
1480|>|1:250|2:1449,437
1481|=|1:2468|1:250
1482|=|1:837|1:251
1483|>|1:2694|2:251,51
1484|>|1:252|1:325
1485|=|2:252,3|2:944,4
1486|=|1:252|1:4789
1487|=|1:252|1:944
1488|>|1:252|1:4789
1489|=|2:252,28|2:4789,30
1490|=|1:253|1:1015
1491|=|1:253|1:1015
1492|=|1:574|2:253,9
1493|>|1:253|1:2701
1494|>|1:253|1:2701
1495|=|1:804|1:253
1496|=|1:531|1:253
1497|>|1:254|1:3015
1498|=|1:254|1:988
1499|=|1:492|1:254
1500|=|1:492|1:254
1501|=|1:2201|2:67,254
1502|=|1:254|1:470
1503|>|1:1999|1:254
1504|>|1:514|1:255
1505|>|1:1763|1:255
1506|=|1:2591|2:37,255
1507|>|1:518|2:1163,255
1508|>|1:256|1:361
1509|>|1:256|1:361
1510|>|1:278|1:256
1511|>|2:257,2|1:978
1512|=|1:257|1:413
1513|=|1:257|1:413
1514|>|1:257|1:957
1515|=|1:257|1:991
1516|=|1:258|1:583
1517|=|1:963|1:258
1518|=|2:89,1394|2:42,258
1519|=|1:1196|1:260
1520|=|1:2953|1:22
1521|=|1:619|1:22
1522|=|1:4763|2:109,260
1523|=|1:261|1:604
1524|=|1:708|1:261
1525|=|1:604|2:261,9
1526|>|1:346|1:261
1527|>|1:650|1:261
1528|=|1:262|1:265
1529|=|1:262|1:265
1530|>|1:77|1:80
1531|>|1:263|2:392,55
1532|=|2:1848,1851|2:263,10
1533|>|2:392,61|1:263
1534|>|2:63,263|1:2184
1535|>|1:263|2:3004,55
1536|>|1:134|1:1055
1537|>|2:264,890|2:887,2667
1538|>|1:588|1:264
1539|>|1:4607|2:264,9
1540|=|2:24,264|2:3083,10
1541|=|2:24,264|2:3084,10
1542|=|2:24,264|2:3085,10
1543|=|1:2873|2:264,33
1544|>|1:264|1:588
1545|=|1:265|1:4644
1546|>|1:3249|1:265
1547|>|1:76|1:586
1548|>|1:80|1:335
1549|>|1:106|1:575
1550|=|1:587|1:267
1551|=|1:267|1:579
1552|=|1:267|1:3955
1553|=|2:647,9|2:647,101
1554|>|1:87|1:93
1555|=|1:647|1:4728
1556|=|1:268|1:2656
1557|>|2:72,268|1:3576
1558|=|2:115,3979|2:3955,268
1559|>|2:268,109|1:417
1560|=|2:115,3955|2:226,268
1561|>|1:269|1:3562
1562|>|1:610|1:269
1563|>|1:269|1:2919
1564|=|1:495|1:269
1565|>|1:1083|1:269
1566|=|1:495|1:269
1567|>|1:269|1:3909
1568|>|1:1040|1:269
1569|>|1:269|1:3914
1570|=|1:3979|1:417
1571|=|1:1714|1:3979
1572|>|1:417|1:3979
1573|=|2:24,271|2:1548,10
1574|>|1:385|1:271
1575|=|2:352,7|2:69,14
1576|=|3:352,28,1|3:69,30,14
1577|>|1:273|1:340
1578|>|1:273|2:312,496
1579|=|1:339|1:273
1580|>|1:339|1:273
1581|>|2:98,274|1:618
1582|=|1:523|2:277,11
1583|=|1:277|1:4426
1584|=|1:1209|2:277,58
1585|=|1:278|1:256
1586|=|1:317|1:279
1587|=|1:317|1:279
1588|=|1:317|1:279
1589|=|1:317|1:279
1590|=|1:979|2:116,279
1591|=|1:280|1:844
1592|=|1:280|1:844
1593|>|1:707|1:22
1594|=|1:51|1:124
1595|=|1:283|1:104
1596|>|1:1190|2:283,9
1597|>|1:438|1:283
1598|=|2:487,26|2:283,42
1599|>|2:283,273|1:103
1600|>|2:284,2|1:1886
1601|=|1:1886|2:284,9
1602|>|1:534|1:284
1603|=|1:705|1:284
1604|>|1:285|2:566,20
1605|=|1:1061|2:60,285
1606|>|1:4212|1:286
1607|=|2:1521,2|1:2586
1608|=|2:24,739|2:2497,10
1609|>|1:541|1:291
1610|>|2:191,291|1:509
1611|>|1:437|1:293
1612|=|1:437|1:293
1613|=|1:356|1:294
1614|=|1:294|1:439
1615|=|1:295|1:3976
1616|=|1:393|1:295
1617|=|1:296|1:2592
1618|=|1:296|1:4763
1619|=|1:492|1:296
1620|=|1:356|1:296
1621|=|1:564|1:296
1622|=|1:296|1:1279
1623|>|1:297|1:712
1624|>|2:298,2|1:571
1625|=|1:298|1:4459
1626|>|1:571|2:298,9
1627|=|2:29,298|2:3072,15
1628|>|1:4463|1:298
1629|>|2:299,7|2:878,513
1630|>|2:299,1|1:513
1631|>|2:51,299|1:4221
1632|>|1:4221|2:51,299
1633|=|2:131,299|2:4696,878
1634|>|2:131,1007|2:299,166
1635|=|2:11769,3|2:2110,4
1636|=|1:1875|1:301
1637|>|2:2366,10|1:150
1638|=|1:1883|2:158,301
1639|>|2:302,2|1:4515
1640|>|1:302|1:1465
1641|>|2:302,291|1:2822
1642|>|2:1550,1|1:303
1643|>|1:303|1:92
1644|=|2:304,4|2:1928,3
1645|>|2:304,10|1:488
1646|=|1:4168|1:304
1647|>|1:4080|1:304
1648|>|1:1823|2:304,14
1649|>|1:1823|2:304,14
1650|=|1:852|2:304,25
1651|>|2:304,12693|1:4544
1652|>|1:305|2:8779,10
1653|>|1:305|1:382
1654|>|2:1057,10|1:305
1655|=|2:305,131|2:2378,10
1656|>|2:762,10|1:305
1657|=|2:305,295|2:2320,10
1658|=|2:2361,44|1:307
1659|=|2:150,308|2:2669,10
1660|>|2:49,309|1:2664
1661|>|1:310|1:1104
1662|=|2:310,48|2:1104,37
1663|>|1:2152|2:56,310
1664|>|1:310|1:2553
1665|>|2:311,2|1:332
1666|=|1:311|1:2905
1667|=|1:955|2:311,57
1668|=|2:79,311|2:102,332
1669|=|2:128,311|2:202,332
1670|>|1:4434|1:311
1671|=|2:312,2|1:340
1672|=|1:340|2:312,9
1673|=|1:312|1:237
1674|>|1:313|1:1689
1675|=|1:313|1:3018
1676|>|1:313|1:4151
1677|>|1:313|1:580
1678|=|1:1014|1:314
1679|=|1:1014|1:314
1680|=|1:2762|1:314
1681|>|2:24,314|1:336
1682|>|1:3099|1:315
1683|=|2:315,3|2:786,4
1684|>|1:434|1:315
1685|>|1:315|1:516
1686|=|1:315|1:4754
1687|>|1:513|1:316
1688|>|1:2336|1:316
1689|>|1:316|1:923
1690|=|1:923|1:316
1691|=|1:316|1:791
1692|>|1:316|1:791
1693|=|1:317|1:410
1694|>|1:318|1:2978
1695|=|2:29,318|2:3266,15
1696|>|1:318|1:3458
1697|>|1:318|1:3409
1698|=|2:319,3|2:327,4
1699|>|1:319|1:1972
1700|>|1:407|1:320
1701|=|1:320|1:407
1702|>|2:321,126|1:418
1703|>|1:321|2:1915,13
1704|>|1:321|2:1989,13
1705|>|1:321|1:2524
1706|>|1:14177|1:4472
1707|>|1:321|2:4475,13
1708|=|1:321|2:4476,13
1709|>|1:321|2:4477,13
1710|>|1:321|2:482,13
1711|>|1:2|1:128
1712|>|1:323|2:322,322
1713|>|1:8|1:202
1714|>|2:322,15|2:323,1177
1715|>|1:35|1:339
1716|>|1:44|1:273
1717|>|1:53|2:92,54
1718|>|2:322,61|2:323,424
1719|>|2:322,322|1:323
1720|>|2:110,322|2:323,636
1721|>|1:2365|1:71
1722|>|2:957,303|1:151
1723|>|1:324|3:584,584,91
1724|>|1:3004|1:324
1725|>|2:324,263|2:4404,55
1726|>|1:325|1:1075
1727|>|1:325|1:1075
1728|>|1:1091|1:325
1729|>|1:325|1:3389
1730|>|1:326|1:1067
1731|>|1:326|1:525
1732|=|2:556,3|2:327,4
1733|=|1:3296|2:327,25
1734|=|1:3131|2:327,185
1735|>|1:1369|1:319
1736|=|2:1050,3|2:329,4
1737|=|2:1064,22|2:329,41
1738|>|1:330|2:392,185
1739|>|1:330|2:584,326
1740|>|1:330|1:3387
1741|>|1:330|1:4399
1742|>|1:2184|1:330
1743|>|1:330|1:1094
1744|>|2:584,525|1:330
1745|>|1:332|1:337
1746|=|1:337|1:332
1747|>|1:332|1:4543
1748|>|2:418,126|1:333
1749|>|1:333|1:4007
1750|>|1:333|2:1219,13
1751|>|1:333|1:2680
1752|>|1:333|1:4490
1753|>|1:971|1:3975
1754|=|1:3955|1:3975
1755|>|1:335|1:3650
1756|>|1:335|1:3651
1757|=|1:335|2:3104,25
1758|>|2:335,80|2:736,335
1759|>|1:335|1:2910
1760|=|2:394,10|1:336
1761|>|1:336|2:394,10
1762|=|1:336|2:2911,10
1763|=|2:89,2911|2:42,336
1764|=|1:336|1:2556
1765|>|1:3258|1:337
1766|=|1:338|2:517,9
1767|>|2:517,2|1:338
1768|=|1:340|1:339
1769|>|2:438,273|1:55
1770|>|1:341|1:342
1771|=|1:341|1:425
1772|=|1:342|1:341
1773|>|1:425|1:341
1774|>|2:438,425|1:55
1775|>|2:283,425|1:103
1776|=|1:343|1:1177
1777|>|2:487,2|1:343
1778|>|1:426|1:343
1779|=|1:139|1:391
1780|>|1:343|2:487,9
1781|>|1:361|1:344
1782|>|1:344|1:9603
1783|>|1:361|1:344
1784|>|1:346|1:650
1785|=|1:346|2:647,261
1786|>|1:647|1:346
1787|>|2:346,9|2:647,101
1788|>|1:346|2:204,1608
1789|=|2:29,347|2:2823,15
1790|>|1:153|1:3240
1791|=|1:1626|2:347,158
1792|=|1:347|1:938
1793|>|2:348,29|2:2678,15
1794|>|2:348,186|2:15,2600
1795|>|1:87|1:93
1796|=|2:349,647|2:349,647
1797|=|1:13794|1:13795
1798|>|1:353|1:695
1799|=|1:436|1:353
1800|>|1:353|1:695
1801|=|1:1742|1:353
1802|>|1:4355|1:353
1803|>|1:4356|1:353
1804|=|1:353|1:4357
1805|=|2:354,30|2:2026,28
1806|=|2:354,30|2:2620,28
1807|=|1:355|1:2294
1808|>|1:355|2:3287,1127
1809|>|2:355,2|1:961
1810|>|1:961|2:355,9
1811|=|1:356|1:2297
1812|>|1:438|1:357
1813|=|2:150,358|2:2049,10
1814|>|1:727|1:12345
1815|>|1:361|1:4071
1816|=|2:361,116|1:594
1817|>|1:1478|1:361
1818|>|1:362|1:1111
1819|=|1:363|1:1478
1820|=|1:363|1:237
1821|>|1:4573|2:363,9
1822|>|2:364,7|1:3806
1823|>|1:364|1:3809
1824|>|1:364|1:3805
1825|=|1:365|2:3448,232
1826|>|1:365|1:3390
1827|>|1:365|1:4136
1828|>|1:365|1:562
1829|>|1:1359|1:365
1830|=|2:366,122|1:123
1831|=|2:366,3|1:4
1832|=|1:42|1:119
1833|=|2:366,239|2:86,375
1834|=|2:366,28|2:30,375
1835|=|1:587|2:368,9
1836|=|2:370,90|2:35,623
1837|>|1:371|1:2343
1838|=|1:2753|2:372,114
1839|=|1:2507|2:372,118
1840|>|2:374,7|1:580
1841|>|1:374|1:4589
1842|>|1:4283|1:14123
1843|>|1:754|1:376
1844|=|1:376|1:2303
1845|=|2:29,376|2:3051,15
1846|=|1:377|1:577
1847|=|1:377|1:578
1848|=|1:4708|1:378
1849|=|2:199,379|2:3353,15
1850|=|1:380|1:380
1851|=|2:380,31|2:380,90
1852|=|2:567,380|2:108,380
1853|>|2:217,380|1:1037
1854|=|2:231,380|2:193,380
1855|>|2:261,380|1:604
1856|=|1:3868|1:381
1857|=|2:24,381|2:2481,10
1858|=|1:4706|1:381
1859|>|1:382|2:2129,10
1860|>|2:1267,10|1:382
1861|=|2:382,280|2:2069,10
1862|>|2:607,14|1:383
1863|=|1:383|2:607,14
1864|=|1:383|2:607,25
1865|=|2:179,607|2:138,383
1866|>|1:3140|1:384
1867|=|1:3140|1:384
1868|>|1:384|1:420
1869|>|1:384|1:420
1870|=|2:384,28|2:420,30
1871|>|1:386|1:3101
1872|>|1:386|1:2856
1873|>|1:386|1:3101
1874|=|1:386|1:2397
1875|>|1:386|1:1040
1876|=|2:386,30|2:2397,28
1877|>|1:386|1:2536
1878|>|1:386|1:2902
1879|=|1:386|1:4050
1880|=|1:1623|1:386
1881|>|1:386|1:4062
1882|>|1:386|1:4050
1883|>|1:387|2:4128,10
1884|>|2:445,10|1:387
1885|>|1:388|1:472
1886|=|3:388,81,4|1:1688
1887|=|2:388,81|1:1688
1888|>|2:389,2|1:1008
1889|=|2:389,2|2:13,2704
1890|=|2:389,2|1:2890
1891|>|1:1008|2:389,9
1892|=|1:764|1:390
1893|=|1:390|1:1566
1894|=|1:3305|2:24,390
1895|>|2:526,7|2:390,14
1896|=|2:390,28|2:1951,30
1897|=|1:466|1:391
1898|=|1:466|1:391
1899|>|1:823|1:391
1900|=|2:56,391|1:2535
1901|>|1:392|2:584,9
1902|>|1:584|1:392
1903|>|2:40,616|2:392,10
1904|>|2:3057,40|2:392,10
1905|>|1:393|1:452
1906|=|1:1912|1:393
1907|>|1:394|1:981
1908|=|2:394,3|2:691,4
1909|=|1:394|1:691
1910|=|1:2705|1:395
1911|=|1:2712|1:395
1912|>|1:397|2:158,584
1913|>|2:40,584|2:397,10
1914|>|1:398|1:4139
1915|>|1:398|1:725
1916|>|1:398|1:1487
1917|>|2:398,10|1:499
1918|=|2:29,398|2:3195,15
1919|=|1:536|1:399
1920|=|2:2311,3|2:399,4
1921|=|1:536|1:399
1922|=|1:505|1:399
1923|>|1:3059|1:399
1924|>|1:975|2:109,399
1925|>|1:1001|2:109,399
1926|=|2:401,30|2:582,28
1927|>|1:401|1:537
1928|>|1:401|1:629
1929|>|1:401|1:1154
1930|>|1:401|1:1805
1931|=|1:402|1:2115
1932|=|1:403|2:2232,41
1933|>|1:2899|1:403
1934|>|1:881|1:404
1935|=|2:2582,25|1:404
1936|=|1:2447|1:404
1937|=|1:1354|2:1237,27
1938|=|1:619|1:405
1939|=|1:614|1:405
1940|>|1:3277|2:405,14
1941|>|2:320,1192|2:407,222
1942|=|1:409|1:75
1943|>|1:1102|1:409
1944|=|1:2870|1:410
1945|>|1:411|1:25
1946|>|1:411|1:931
1947|=|1:600|1:99
1948|>|1:2855|1:411
1949|>|1:412|1:99
1950|>|1:2442|2:413,9
1951|=|2:2587,22|2:413,41
1952|=|1:2493|1:149
1953|=|1:4314|1:248
1954|>|1:357|1:438
1955|=|1:1478|1:361
1956|=|2:2507,9|2:372,566
1957|>|1:415|1:2714
1958|>|1:2714|1:415
1959|=|1:415|1:600
1960|=|1:418|1:2469
1961|>|1:418|2:1534,13
1962|>|1:418|2:1549,13
1963|>|1:418|2:1660,13
1964|=|1:418|1:4507
1965|>|1:418|2:4722,13
1966|=|1:419|1:3128
1967|=|1:419|1:3128
1968|<|1:420|1:3128
1969|=|1:421|1:3514
1970|=|1:197|1:422
1971|>|1:72|2:22,197
1972|=|2:197,788|2:422,234
